Year-Month,Average Weekly Hours (Total Private) (Hours),Civilian Employment (Household Survey) (Thousands),Total Private Employment (CES) (Thousands),Mining & Logging Employment (Thousands),Construction Employment (Thousands),Manufacturing Employment (Thousands),"Trade, Transportation & Utilities Employment (Thousands)",Professional & Business Services Employment (Thousands),Education & Health Services Employment (Thousands),Leisure & Hospitality Employment (Thousands),Labor Force Participation Rate (Percent),Employment-Population Ratio (Percent),Prime-Age (25-54) LFPR (Percent),Multiple Jobholders (Thousands),Part-Time for Economic Reasons (Thousands),Full-Time Employment (Thousands),Unemployment Rate - White (Percent),Unemployment Rate - Black (Percent),Unemployment Rate - Hispanic (Percent),Unemployment Rate - Men 20+ (Percent),Manufacturing Employment (All) (Thousands),Total Nonfarm Payrolls (Thousands),Temporary Help Services Employment (Thousands),U-6 Unemployment Rate (Broad) (Percent),Unemployed 15 Weeks & Over (Thousands),Unemployed 15-26 Weeks (Thousands),Unemployed 27 Weeks & Over (Thousands),Unemployed 5-14 Weeks (Thousands),Unemployed Less Than 5 Weeks (Thousands),Unemployment Level (Thousands),Unemployment Rate (Percent),Construction Employment (Thousands),Education & Health Services (Thousands),Financial Activities Employment (Thousands),Goods-Producing Employment (Thousands),Information Employment (Thousands),Leisure & Hospitality (Thousands),Mining Employment (Thousands),Professional & Business Services (Thousands),Other Services Employment (Thousands),"Trade, Transport, Utilities Employment (Thousands)",Retail Trade Employment (Thousands),Wholesale Trade Employment (Thousands)
1987-06,,112246.0,85549.0,772.0,5274.0,17639.0,21387.0,9694.0,8502.0,3720.0,65.5,61.4,82.5,5242.0,2327.0,19737.0,5.4,12.9,8.5,16.5,17537.0,101900.0,,,2087.0,1012.0,1075.0,2173.0,3167.0,7398.0,6.2,5086.0,9520.0,6388.0,23390.0,2501.0,8426.0,767.0,9618.0,3689.0,21244.0,12413.9,4953.2
1987-07,,112634.0,85695.0,780.0,5378.0,17528.0,21370.0,9735.0,8510.0,3742.0,65.6,61.6,82.6,5493.0,2408.0,19368.0,5.2,12.9,8.1,15.8,17593.0,102247.0,,,1921.0,938.0,983.0,2146.0,3217.0,7268.0,6.1,5092.0,9602.0,6408.0,23455.0,2508.0,8446.0,770.0,9662.0,3708.0,21298.0,12452.5,4962.4
1987-08,,113057.0,86087.0,787.0,5432.0,17716.0,21425.0,9761.0,8530.0,3749.0,65.7,61.8,82.6,5334.0,2483.0,19484.0,5.1,12.6,7.9,15.9,17630.0,102420.0,,,1878.0,833.0,1045.0,2155.0,3191.0,7261.0,6.0,5102.0,9670.0,6419.0,23506.0,2516.0,8374.0,774.0,9700.0,3727.0,21336.0,12462.6,4975.7
1987-09,,112909.0,86119.0,792.0,5362.0,17823.0,21463.0,9762.0,8526.0,3746.0,65.5,61.6,82.6,5309.0,2275.0,19574.0,5.1,12.6,8.3,16.2,17691.0,102647.0,,,1866.0,877.0,989.0,2031.0,3224.0,7102.0,5.9,5096.0,9643.0,6427.0,23566.0,2526.0,8489.0,779.0,9724.0,3738.0,21399.0,12493.0,4987.0
1987-10,,113282.0,86403.0,795.0,5386.0,17821.0,21558.0,9809.0,8569.0,3766.0,65.7,61.8,82.7,5455.0,2429.0,19704.0,5.2,12.3,8.4,17.3,17729.0,103138.0,,,1794.0,838.0,956.0,2162.0,3241.0,7227.0,6.0,5142.0,9686.0,6442.0,23655.0,2533.0,8547.0,784.0,9763.0,3754.0,21489.0,12559.2,5001.2
1987-11,,113505.0,86584.0,794.0,5281.0,17855.0,21750.0,9802.0,8663.0,3761.0,65.7,61.9,82.6,5527.0,2444.0,19707.0,5.0,12.1,8.8,16.6,17775.0,103372.0,,,1797.0,871.0,926.0,2083.0,3172.0,7035.0,5.8,5152.0,9711.0,6441.0,23711.0,2538.0,8581.0,784.0,9795.0,3765.0,21531.0,12582.8,5011.8
1987-12,,113793.0,86846.0,785.0,5112.0,17841.0,22007.0,9825.0,8788.0,3768.0,65.7,62.0,82.7,5279.0,2300.0,19568.0,4.9,12.1,8.1,16.0,17809.0,103661.0,,,1767.0,867.0,900.0,1979.0,3178.0,6936.0,5.7,5180.0,9752.0,6451.0,23772.0,2543.0,8619.0,783.0,9838.0,3782.0,21557.0,12590.9,5027.0
1988-01,,114016.0,85039.0,772.0,4703.0,17669.0,21351.0,9728.0,8490.0,3739.0,65.8,62.0,82.6,5297.0,2358.0,19760.0,5.0,12.0,7.6,16.1,17790.0,103753.0,,,1714.0,845.0,869.0,2151.0,3086.0,6953.0,5.7,5094.0,9793.0,6466.0,23668.0,2549.0,8664.0,784.0,9884.0,3800.0,21564.0,12581.6,5020.6
1988-02,,114227.0,85291.0,768.0,4668.0,17700.0,21327.0,9827.0,8493.0,3786.0,65.9,62.1,82.7,5316.0,2403.0,19735.0,4.9,12.4,8.5,15.6,17823.0,104214.0,,,1738.0,850.0,888.0,2110.0,3057.0,6929.0,5.7,5162.0,9838.0,6472.0,23769.0,2555.0,8734.0,784.0,9942.0,3822.0,21693.0,12676.4,5044.1
1988-03,,114037.0,85894.0,761.0,4812.0,17743.0,21430.0,9916.0,8545.0,3824.0,65.7,61.9,82.8,5278.0,2420.0,19468.0,4.8,12.7,8.4,16.6,17844.0,104489.0,,,1744.0,896.0,848.0,2087.0,3042.0,6876.0,5.7,5201.0,9883.0,6483.0,23824.0,2563.0,8727.0,779.0,9973.0,3839.0,21750.0,12707.5,5061.6
1988-04,,114650.0,86798.0,764.0,5079.0,17796.0,21632.0,10012.0,8643.0,3864.0,65.8,62.2,82.8,5137.0,2224.0,19690.0,4.6,12.2,8.8,16.0,17874.0,104732.0,,,1563.0,753.0,810.0,1930.0,3107.0,6601.0,5.4,5227.0,9938.0,6489.0,23880.0,2568.0,8735.0,779.0,10008.0,3857.0,21805.0,12739.2,5078.4
1988-05,,114292.0,87518.0,770.0,5263.0,17848.0,21856.0,10064.0,8738.0,3883.0,65.7,62.0,82.8,4917.0,2284.0,19396.0,4.7,12.3,8.8,15.3,17892.0,104962.0,,,1647.0,801.0,846.0,2036.0,3095.0,6779.0,5.6,5228.0,9996.0,6490.0,23896.0,2575.0,8732.0,776.0,10048.0,3872.0,21872.0,12779.9,5094.5
1988-06,,114927.0,88617.0,779.0,5457.0,18017.0,22084.0,10188.0,8841.0,3932.0,65.8,62.3,82.6,5294.0,2343.0,19480.0,4.6,11.5,8.8,14.2,17916.0,105326.0,,,1531.0,726.0,805.0,1924.0,3101.0,6546.0,5.4,5261.0,10095.0,6499.0,23951.0,2583.0,8728.0,774.0,10103.0,3898.0,21954.0,12829.3,5115.4
1988-07,,115060.0,88704.0,782.0,5566.0,17867.0,22075.0,10223.0,8851.0,3952.0,65.9,62.3,82.8,5460.0,2460.0,19839.0,4.7,11.6,7.9,14.8,17926.0,105550.0,,,1601.0,805.0,796.0,2067.0,2998.0,6605.0,5.4,5270.0,10181.0,6507.0,23966.0,2585.0,8740.0,770.0,10146.0,3912.0,22019.0,12868.8,5128.4
1988-08,,115282.0,89004.0,782.0,5604.0,17985.0,22136.0,10247.0,8879.0,3960.0,66.1,62.4,83.0,5259.0,2352.0,19817.0,4.8,11.4,8.1,15.4,17891.0,105674.0,,,1639.0,844.0,795.0,1973.0,3172.0,6843.0,5.6,5268.0,10263.0,6505.0,23926.0,2592.0,8663.0,767.0,10178.0,3937.0,22066.0,12899.0,5140.1
1988-09,,115356.0,88975.0,771.0,5538.0,18046.0,22140.0,10263.0,8867.0,3966.0,65.9,62.4,82.9,5085.0,2269.0,19708.0,4.8,11.0,7.4,15.5,17914.0,106013.0,,,1569.0,756.0,813.0,1880.0,3152.0,6604.0,5.4,5270.0,10242.0,6509.0,23942.0,2601.0,8804.0,758.0,10220.0,3962.0,22099.0,12913.2,5153.1
1988-10,,115638.0,89119.0,770.0,5502.0,18061.0,22177.0,10309.0,8881.0,3987.0,66.0,62.5,83.0,5005.0,2231.0,19781.0,4.7,11.1,7.8,15.1,17966.0,106276.0,,,1562.0,794.0,768.0,1864.0,3106.0,6568.0,5.4,5262.0,10273.0,6517.0,23987.0,2609.0,8869.0,759.0,10255.0,3978.0,22118.0,12907.4,5166.1
1988-11,,116100.0,89397.0,763.0,5401.0,18086.0,22397.0,10323.0,8987.0,3990.0,66.2,62.7,83.3,5033.0,2267.0,20240.0,4.6,11.0,7.9,13.9,18003.0,106617.0,,,1468.0,765.0,703.0,1967.0,3097.0,6537.0,5.3,5273.0,10310.0,6526.0,24030.0,2616.0,8928.0,754.0,10313.0,3996.0,22152.0,12914.2,5177.1
1988-12,,116104.0,89703.0,753.0,5205.0,18056.0,22700.0,10355.0,9126.0,4001.0,66.1,62.6,83.2,5369.0,2590.0,20138.0,4.6,11.3,7.6,14.8,18025.0,106898.0,,,1490.0,751.0,739.0,2023.0,2972.0,6518.0,5.3,5277.0,10359.0,6533.0,24054.0,2626.0,8998.0,752.0,10370.0,4014.0,22208.0,12928.1,5195.3
1989-01,,116708.0,88003.0,738.0,4891.0,17939.0,22067.0,10242.0,8839.0,3965.0,66.5,62.9,83.5,5055.0,2318.0,20269.0,4.6,11.8,8.6,16.4,18057.0,107161.0,,,1480.0,748.0,732.0,2010.0,3146.0,6682.0,5.4,5289.0,10383.0,6529.0,24097.0,2620.0,9072.0,751.0,10410.0,4026.0,22250.0,12964.8,5219.0
1989-02,,116776.0,88081.0,731.0,4785.0,17925.0,21995.0,10343.0,8813.0,4014.0,66.3,62.9,83.4,4902.0,2292.0,20033.0,4.3,11.9,7.0,15.0,18055.0,107427.0,,,1304.0,669.0,635.0,1877.0,3194.0,6359.0,5.2,5278.0,10411.0,6542.0,24080.0,2627.0,9096.0,747.0,10466.0,4050.0,22343.0,13006.3,5239.3
1989-03,,117022.0,88631.0,731.0,4866.0,17949.0,22105.0,10434.0,8881.0,4055.0,66.3,62.9,83.3,4871.0,2195.0,20287.0,4.2,11.1,6.6,13.9,18060.0,107621.0,,,1353.0,683.0,670.0,1850.0,3042.0,6205.0,5.0,5260.0,10468.0,6547.0,24069.0,2629.0,9096.0,749.0,10498.0,4070.0,22422.0,13083.2,5260.1
1989-04,,117097.0,89427.0,737.0,5143.0,17968.0,22251.0,10526.0,8962.0,4094.0,66.4,62.9,83.3,5048.0,2331.0,20222.0,4.5,11.1,8.1,14.6,18055.0,107791.0,,,1397.0,680.0,717.0,1984.0,3110.0,6468.0,5.2,5295.0,10536.0,6549.0,24100.0,2637.0,9076.0,750.0,10525.0,4088.0,22440.0,13096.5,5252.5
1989-05,,117099.0,90054.0,746.0,5334.0,17996.0,22449.0,10561.0,9047.0,4105.0,66.3,62.9,83.2,4897.0,2316.0,20085.0,4.4,11.2,7.9,14.8,18040.0,107913.0,,,1348.0,714.0,634.0,1987.0,3052.0,6375.0,5.2,5299.0,10590.0,6554.0,24089.0,2643.0,9024.0,750.0,10556.0,4096.0,22485.0,13132.6,5251.9
1989-06,,117418.0,90939.0,748.0,5499.0,18111.0,22617.0,10667.0,9133.0,4148.0,66.5,63.0,83.2,4969.0,2311.0,19990.0,4.5,11.7,8.2,15.7,18013.0,108027.0,,,1300.0,687.0,613.0,2020.0,3303.0,6577.0,5.3,5298.0,10706.0,6560.0,24052.0,2646.0,8955.0,741.0,10573.0,4112.0,22511.0,13158.6,5246.8
1989-07,,117472.0,90843.0,743.0,5617.0,17930.0,22561.0,10673.0,9120.0,4155.0,66.5,63.0,83.3,4924.0,2304.0,19833.0,4.5,11.0,8.8,14.2,17980.0,108069.0,,,1435.0,814.0,621.0,1961.0,3173.0,6495.0,5.2,5317.0,10764.0,6567.0,24027.0,2639.0,8936.0,730.0,10595.0,4108.0,22528.0,13163.2,5246.4
1989-08,,117655.0,91042.0,770.0,5671.0,18070.0,22627.0,10694.0,9138.0,4159.0,66.5,63.1,83.3,4888.0,2341.0,19673.0,4.5,11.1,8.8,14.6,17964.0,108120.0,,,1302.0,742.0,560.0,2038.0,3090.0,6511.0,5.2,5330.0,10834.0,6571.0,24048.0,2498.0,8853.0,754.0,10613.0,4135.0,22579.0,13190.1,5254.0
1989-09,,117354.0,90963.0,767.0,5597.0,18062.0,22578.0,10699.0,9116.0,4163.0,66.4,62.8,83.6,4825.0,2331.0,19879.0,4.5,11.7,8.1,15.2,17922.0,108369.0,,,1360.0,761.0,599.0,1981.0,3214.0,6590.0,5.3,5323.0,10786.0,6577.0,24000.0,2610.0,9004.0,755.0,10647.0,4163.0,22555.0,13176.5,5240.6
1989-10,,117581.0,90958.0,765.0,5586.0,17997.0,22594.0,10725.0,9121.0,4175.0,66.5,62.9,83.5,4743.0,2359.0,19762.0,4.5,11.7,8.0,15.0,17895.0,108476.0,,,1392.0,746.0,646.0,1992.0,3218.0,6630.0,5.3,5347.0,10766.0,6576.0,23997.0,2616.0,9126.0,755.0,10658.0,4169.0,22535.0,13143.3,5239.2
1989-11,,117912.0,91240.0,766.0,5490.0,17967.0,22835.0,10742.0,9241.0,4180.0,66.6,63.0,83.8,4800.0,2324.0,19818.0,4.6,11.7,7.9,15.5,17886.0,108752.0,,,1418.0,763.0,655.0,2035.0,3247.0,6725.0,5.4,5364.0,10792.0,6584.0,24009.0,2620.0,9230.0,759.0,10724.0,4185.0,22551.0,13141.8,5241.0
1989-12,,117830.0,91302.0,759.0,5231.0,17909.0,23048.0,10747.0,9335.0,4180.0,66.5,63.0,83.7,4817.0,2291.0,19888.0,4.6,11.6,8.3,15.3,17881.0,108836.0,,,1375.0,740.0,635.0,1987.0,3275.0,6667.0,5.4,5309.0,10814.0,6585.0,23949.0,2682.0,9273.0,759.0,10764.0,4191.0,22503.0,13070.7,5239.1
1990-01,,119081.0,89455.0,748.0,4974.0,17649.0,22608.0,10612.0,8766.0,4163.0,66.8,63.2,83.8,4856.0,2441.0,20144.0,4.6,11.1,7.3,14.8,17797.0,109196.0,1160.2,,1412.0,766.0,646.0,2091.0,3189.0,6752.0,5.4,5422.0,10784.0,6585.0,23981.0,2671.0,9290.0,762.0,10821.0,4221.0,22692.0,13251.7,5249.7
1990-02,,119059.0,89598.0,745.0,4933.0,17727.0,22302.0,10711.0,8858.0,4202.0,66.7,63.2,83.8,4809.0,2303.0,20233.0,4.6,11.0,7.5,15.0,17893.0,109436.0,1165.2,,1350.0,726.0,624.0,2066.0,3223.0,6651.0,5.3,5416.0,10823.0,6599.0,24069.0,2676.0,9297.0,760.0,10886.0,4237.0,22672.0,13226.6,5239.8
1990-03,,119203.0,90053.0,744.0,4989.0,17723.0,22296.0,10820.0,9050.0,4233.0,66.7,63.2,83.6,4856.0,2374.0,20273.0,4.5,10.9,7.4,14.3,17868.0,109640.0,1169.5,,1331.0,694.0,637.0,2101.0,3206.0,6598.0,5.2,5392.0,10872.0,6601.0,24021.0,2680.0,9325.0,761.0,10920.0,4254.0,22673.0,13225.1,5233.3
1990-04,,118852.0,90635.0,753.0,5174.0,17734.0,22401.0,10895.0,9198.0,4242.0,66.6,63.0,83.5,4941.0,2435.0,20150.0,4.7,10.7,8.5,14.7,17845.0,109674.0,1163.5,,1376.0,727.0,649.0,2171.0,3269.0,6797.0,5.4,5355.0,10897.0,6611.0,23966.0,2684.0,9289.0,766.0,10919.0,4256.0,22675.0,13226.1,5235.4
1990-05,,119151.0,91308.0,766.0,5370.0,17748.0,22557.0,10901.0,9418.0,4274.0,66.6,63.1,83.5,4988.0,2462.0,20402.0,4.6,10.6,7.9,15.0,17796.0,109828.0,1161.1,,1415.0,771.0,644.0,2269.0,3117.0,6742.0,5.4,5321.0,10953.0,6616.0,23887.0,2689.0,9242.0,770.0,10909.0,4266.0,22667.0,13213.4,5229.6
1990-06,,118983.0,92210.0,779.0,5523.0,17870.0,22696.0,11035.0,9717.0,4307.0,66.4,62.9,83.4,5364.0,2531.0,19913.0,4.5,10.5,7.7,14.3,17775.0,109850.0,1162.8,,1436.0,796.0,640.0,2118.0,3151.0,6590.0,5.2,5303.0,11011.0,6626.0,23849.0,2694.0,9265.0,771.0,10923.0,4266.0,22660.0,13200.9,5236.4
1990-07,,118810.0,92007.0,784.0,5580.0,17691.0,22628.0,11011.0,9730.0,4335.0,66.5,62.8,83.4,5276.0,2633.0,19950.0,4.7,11.4,8.0,15.0,17703.0,109815.0,1166.9,,1534.0,846.0,688.0,2240.0,3221.0,6922.0,5.5,5274.0,11048.0,6631.0,23746.0,2697.0,9294.0,769.0,10929.0,4266.0,22644.0,13190.9,5235.1
1990-08,,118802.0,92151.0,781.0,5581.0,17803.0,22612.0,11027.0,9776.0,4303.0,66.5,62.7,83.4,5365.0,2640.0,19982.0,4.9,11.7,8.3,16.3,17650.0,109607.0,1159.4,,1607.0,877.0,730.0,2254.0,3320.0,7188.0,5.7,5234.0,11093.0,6634.0,23649.0,2696.0,9292.0,765.0,10912.0,4269.0,22605.0,13153.6,5238.1
1990-09,,118524.0,91852.0,777.0,5487.0,17786.0,22614.0,10976.0,9535.0,4258.0,66.4,62.5,83.4,5364.0,2700.0,20062.0,5.0,12.1,8.3,16.4,17609.0,109522.0,1164.1,,1695.0,914.0,781.0,2374.0,3280.0,7368.0,5.9,5197.0,11137.0,6627.0,23572.0,2693.0,9296.0,766.0,10898.0,4268.0,22594.0,13145.6,5228.2
1990-10,,118536.0,91542.0,772.0,5379.0,17694.0,22691.0,10947.0,9195.0,4274.0,66.4,62.5,83.4,5474.0,2759.0,20232.0,5.1,12.1,8.5,16.5,17577.0,109377.0,1140.5,,1689.0,911.0,778.0,2416.0,3347.0,7459.0,5.9,5134.0,11179.0,6623.0,23474.0,2694.0,9256.0,763.0,10852.0,4275.0,22581.0,13138.8,5216.9
1990-11,,118306.0,91346.0,767.0,5208.0,17501.0,22962.0,10870.0,9108.0,4271.0,66.4,62.3,83.5,5492.0,2864.0,19993.0,5.3,12.4,8.9,17.1,17428.0,109222.0,1135.2,,1831.0,998.0,833.0,2465.0,3442.0,7764.0,6.2,5095.0,11221.0,6614.0,23284.0,2690.0,9298.0,761.0,10833.0,4273.0,22559.0,13126.9,5209.5
1990-12,,118241.0,91187.0,761.0,4963.0,17413.0,23217.0,10782.0,9101.0,4272.0,66.4,62.2,83.4,5699.0,2971.0,20144.0,5.4,12.4,9.9,17.4,17395.0,109168.0,1125.8,,1804.0,973.0,831.0,2565.0,3462.0,7901.0,6.3,5047.0,11271.0,6602.0,23202.0,2692.0,9302.0,760.0,10801.0,4277.0,22553.0,13093.8,5206.7
1991-01,,117940.0,88986.0,745.0,4530.0,17184.0,22393.0,10608.0,8763.0,4216.0,66.2,62.0,83.2,5465.0,3021.0,20138.0,5.6,11.9,9.1,18.6,17330.0,109058.0,1144.6,,1866.0,998.0,868.0,2630.0,3470.0,8015.0,6.4,4972.0,11349.0,6611.0,23061.0,2697.0,9294.0,759.0,10814.0,4275.0,22483.0,13067.4,5186.0
1991-02,,117755.0,88616.0,743.0,4451.0,17054.0,22019.0,10601.0,8822.0,4233.0,66.2,61.9,83.5,5971.0,3208.0,20345.0,5.8,12.2,9.2,17.4,17213.0,108735.0,1127.1,,1955.0,1051.0,904.0,2729.0,3585.0,8265.0,6.6,4929.0,11377.0,6601.0,22901.0,2693.0,9264.0,759.0,10769.0,4269.0,22379.0,12994.0,5170.9
1991-03,,117652.0,88817.0,739.0,4485.0,17001.0,21960.0,10634.0,8990.0,4240.0,66.3,61.8,83.4,6062.0,3242.0,20331.0,6.0,12.5,9.8,18.3,17140.0,108568.0,1116.1,,2137.0,1186.0,951.0,2930.0,3539.0,8586.0,6.8,4881.0,11427.0,6602.0,22777.0,2689.0,9267.0,756.0,10729.0,4261.0,22328.0,12962.1,5161.7
1991-04,,118109.0,89228.0,740.0,4666.0,16987.0,21980.0,10696.0,9137.0,4238.0,66.4,62.0,83.7,6263.0,3418.0,20704.0,5.9,12.7,9.8,17.8,17093.0,108350.0,1112.8,,2206.0,1227.0,979.0,2801.0,3400.0,8439.0,6.7,4842.0,11463.0,6583.0,22687.0,2689.0,9228.0,752.0,10716.0,4252.0,22247.0,12893.6,5154.5
1991-05,,117440.0,89864.0,743.0,4853.0,17037.0,22121.0,10691.0,9407.0,4255.0,66.2,61.6,83.4,6052.0,3149.0,20403.0,6.1,12.8,10.0,18.8,17071.0,108253.0,1111.8,,2252.0,1208.0,1044.0,2864.0,3621.0,8736.0,6.9,4800.0,11494.0,6566.0,22619.0,2684.0,9218.0,748.0,10697.0,4250.0,22227.0,12884.0,5148.2
1991-06,,117639.0,90615.0,752.0,4990.0,17134.0,22236.0,10807.0,9697.0,4286.0,66.2,61.7,83.4,6106.0,3172.0,20577.0,6.2,12.5,10.1,18.5,17045.0,108330.0,1113.7,,2533.0,1424.0,1109.0,2862.0,3428.0,8692.0,6.9,4782.0,11530.0,6560.0,22573.0,2680.0,9252.0,746.0,10716.0,4247.0,22211.0,12878.5,5146.0
1991-07,,117568.0,90438.0,755.0,5053.0,17001.0,22197.0,10795.0,9662.0,4308.0,66.1,61.6,83.3,6151.0,3165.0,20574.0,6.2,11.9,9.6,19.4,17015.0,108290.0,1111.7,,2388.0,1280.0,1108.0,2803.0,3422.0,8586.0,6.8,4752.0,11572.0,6548.0,22508.0,2677.0,9220.0,741.0,10715.0,4239.0,22213.0,12867.7,5144.2
1991-08,,117484.0,90719.0,751.0,5073.0,17175.0,22214.0,10848.0,9713.0,4276.0,66.0,61.5,83.4,6180.0,3194.0,20529.0,6.2,12.4,10.5,18.9,17026.0,108300.0,1121.2,,2460.0,1292.0,1168.0,2752.0,3446.0,8666.0,6.9,4733.0,11612.0,6543.0,22494.0,2671.0,9223.0,735.0,10740.0,4242.0,22208.0,12863.0,5139.3
1991-09,,117928.0,90541.0,739.0,5011.0,17178.0,22205.0,10850.0,9501.0,4234.0,66.2,61.6,83.4,6437.0,3446.0,20634.0,6.2,12.3,10.9,18.8,17010.0,108335.0,1130.5,,2497.0,1306.0,1191.0,2734.0,3478.0,8722.0,6.9,4728.0,11658.0,6534.0,22467.0,2670.0,9259.0,729.0,10775.0,4244.0,22185.0,12851.3,5138.8
1991-10,,117800.0,90362.0,731.0,4939.0,17110.0,22270.0,10874.0,9201.0,4242.0,66.1,61.5,83.4,6385.0,3520.0,20689.0,6.2,13.3,10.7,19.1,16999.0,108361.0,1132.0,,2638.0,1403.0,1235.0,2779.0,3473.0,8842.0,7.0,4698.0,11700.0,6532.0,22419.0,2667.0,9263.0,722.0,10780.0,4244.0,22163.0,12836.7,5133.0
1991-11,,117770.0,90218.0,721.0,4751.0,17026.0,22536.0,10814.0,9086.0,4234.0,66.1,61.4,83.4,6495.0,3360.0,20779.0,6.3,12.5,10.4,19.0,16961.0,108300.0,1133.1,,2718.0,1342.0,1376.0,2781.0,3460.0,8931.0,7.0,4640.0,11726.0,6533.0,22316.0,2656.0,9283.0,715.0,10777.0,4237.0,22145.0,12822.1,5128.9
1991-12,,117466.0,90149.0,711.0,4562.0,16932.0,22790.0,10776.0,9093.0,4222.0,66.0,61.2,83.2,6455.0,3219.0,20609.0,6.5,12.9,10.2,20.3,16917.0,108330.0,1139.0,,2892.0,1388.0,1504.0,2813.0,3473.0,9198.0,7.3,4647.0,11764.0,6529.0,22274.0,2656.0,9301.0,710.0,10795.0,4228.0,22142.0,12823.8,5125.7
1992-01,,117978.0,88082.0,693.0,4235.0,16703.0,21994.0,10611.0,8817.0,4169.0,66.3,61.5,83.5,6593.0,3317.0,20912.0,6.4,13.5,11.0,19.2,16839.0,108365.0,1149.3,,3060.0,1437.0,1623.0,2826.0,3398.0,9283.0,7.3,4667.0,11802.0,6520.0,22213.0,2638.0,9361.0,707.0,10812.0,4227.0,22104.0,12813.0,5114.1
1992-02,,117753.0,88011.0,686.0,4146.0,16680.0,21770.0,10657.0,8891.0,4174.0,66.2,61.3,83.4,6551.0,3300.0,20396.0,6.5,14.2,11.3,20.1,16828.0,108312.0,1156.7,,3182.0,1478.0,1704.0,2953.0,3277.0,9454.0,7.4,4612.0,11827.0,6523.0,22141.0,2640.0,9346.0,701.0,10829.0,4210.0,22107.0,12820.1,5111.1
1992-03,,118144.0,88404.0,684.0,4231.0,16677.0,21748.0,10764.0,9055.0,4184.0,66.4,61.5,83.5,6531.0,3297.0,20647.0,6.5,14.1,11.2,20.3,16805.0,108367.0,1170.5,,3196.0,1425.0,1771.0,2801.0,3412.0,9460.0,7.4,4621.0,11847.0,6523.0,22126.0,2642.0,9338.0,700.0,10863.0,4206.0,22107.0,12817.8,5108.4
1992-04,,118426.0,89238.0,686.0,4450.0,16733.0,21861.0,10904.0,9289.0,4205.0,66.5,61.6,83.7,6492.0,3220.0,20796.0,6.5,14.1,11.0,18.5,16830.0,108516.0,1182.9,,3130.0,1380.0,1750.0,2821.0,3296.0,9415.0,7.4,4603.0,11871.0,6533.0,22131.0,2639.0,9362.0,698.0,10907.0,4219.0,22115.0,12834.6,5096.8
1992-05,,118375.0,90017.0,691.0,4663.0,16795.0,22001.0,10961.0,9591.0,4231.0,66.6,61.5,83.8,6550.0,3352.0,20511.0,6.6,14.7,11.7,20.1,16835.0,108646.0,1197.9,,3444.0,1460.0,1984.0,2788.0,3417.0,9744.0,7.6,4605.0,11882.0,6544.0,22135.0,2638.0,9402.0,695.0,10966.0,4223.0,22103.0,12836.8,5086.0
1992-06,,118419.0,90804.0,694.0,4791.0,16917.0,22131.0,11088.0,9867.0,4262.0,66.7,61.5,83.9,6462.0,3316.0,20859.0,6.9,14.6,12.1,23.0,16826.0,108706.0,1208.4,,3758.0,1608.0,2150.0,2809.0,3518.0,10040.0,7.8,4584.0,11919.0,6553.0,22098.0,2638.0,9408.0,688.0,10998.0,4223.0,22107.0,12843.6,5078.8
1992-07,,118713.0,90775.0,700.0,4869.0,16813.0,22052.0,11095.0,9891.0,4308.0,66.7,61.6,83.8,6509.0,3370.0,20996.0,6.7,14.4,11.7,20.8,16820.0,108793.0,1211.6,,3614.0,1490.0,2124.0,2832.0,3438.0,9850.0,7.7,4570.0,11966.0,6553.0,22075.0,2637.0,9438.0,685.0,11004.0,4236.0,22067.0,12824.9,5060.1
1992-08,,118826.0,90962.0,695.0,4918.0,16905.0,22042.0,11156.0,9945.0,4277.0,66.6,61.6,83.8,6485.0,3307.0,21074.0,6.7,14.2,11.7,19.9,16782.0,108916.0,1223.1,,3579.0,1506.0,2073.0,2840.0,3436.0,9787.0,7.6,4581.0,11989.0,6564.0,22044.0,2635.0,9461.0,681.0,11046.0,4243.0,22051.0,12811.3,5051.7
1992-09,,118720.0,90861.0,686.0,4861.0,16914.0,22064.0,11158.0,9745.0,4242.0,66.5,61.4,83.6,6410.0,3207.0,21087.0,6.7,13.9,11.8,21.0,16760.0,108951.0,1231.3,,3504.0,1393.0,2111.0,2882.0,3428.0,9781.0,7.6,4584.0,12012.0,6579.0,22019.0,2638.0,9496.0,675.0,11080.0,4252.0,22046.0,12809.5,5041.5
1992-10,,118628.0,90946.0,688.0,4853.0,16845.0,22187.0,11245.0,9476.0,4268.0,66.2,61.3,83.5,6575.0,3246.0,20827.0,6.5,14.3,11.8,18.3,16751.0,109139.0,1252.2,,3505.0,1311.0,2194.0,2630.0,3356.0,9398.0,7.3,4600.0,12047.0,6589.0,22029.0,2645.0,9545.0,678.0,11124.0,4268.0,22064.0,12827.4,5042.5
1992-11,,118876.0,90982.0,684.0,4730.0,16822.0,22445.0,11220.0,9343.0,4276.0,66.3,61.4,83.5,6628.0,3244.0,20976.0,6.5,14.1,12.0,20.5,16758.0,109283.0,1264.9,,3397.0,1405.0,1992.0,2923.0,3317.0,9565.0,7.4,4606.0,12080.0,6600.0,22041.0,2650.0,9554.0,677.0,11169.0,4279.0,22069.0,12834.0,5039.7
